id,Text,Spam
32,yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we wont go there not doing too badly cheers you,0
33,k tell me anything about you,0
34,for fear of fainting with the of all that housework you just did quick have a cuppa,0
35,thanks for your subscription to ringtone uk your mobile will be charged 5month please confirm by replying yes or no if you reply no you will not be charged,1
36,yup ok i go home look at the timings then i msg again xuhui going to learn on 2nd may too but her lesson is at 8am,0
37,oops ill let you know when my roommates done,0
38,i see the letter b on my car,0
39,anything lor u decide,0
40,hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything,0
41,pls go ahead with watts i just wanted to be sure do have a great weekend abiola,0
42,did i forget to tell you i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy,0
43,07732584351 rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow,1
44,who are you seeing,0
45,great i hope you like your man well endowed i am ltgt inches,0
46,no callsmessagesmissed calls,0
47,didnt you get hep b immunisation in nigeria,0
48,fair enough anything going on,0
49,yeah hopefully if tyler cant do it i could maybe ask around a bit,0
50,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,0
51,what you thinked about me first time you saw me in class,0
52,a gram usually runs like ltgt a half eighth is smarter though and gets you almost a whole second gram for ltgt,0
53,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight,0
54,wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave im sorry i didnt and dont have more to give im sorry i offered im sorry your room was so embarassing,0
55,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,1
56,do you know what mallika sherawat did yesterday find out now lturlgt,0
57,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out,1
58,sorry ill call later in meeting,0
59,tell where you reached,0
60,yesgauti and sehwag out of odi series,0
61,your gonna have to pick up a 1 burger for yourself on your way home i cant even move pain is killing me,0
62,ha ha ha good joke girls are situation seekers,0
63,its a part of checking iq,0
64,sorry my roommates took forever it ok if i come by now,0
65,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,0
66,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call 09066364589,1
67,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,0
68,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or 1000 to claim txt dis to 87121 186150morefrmmob shracomorsglsuplt10 ls1 3aj,1
69,did you hear about the new divorce barbie it comes with all of kens stuff,1
70,i plane to give on this month end,0
71,wah lucky man then can save money hee,0
72,finished class where are you,0
73,hi babe im at home now wanna do something xx,0
74,kkwhere are youhow did you performed,0
75,u can call me now,0
76,i am waiting machan call me once you free,0
77,thats cool i am a gentleman and will treat you with dignity and respect,0
78,i like you peoples very much but am very shy pa,0
79,does not operate after ltgt or what,0
80,its not the same here still looking for a job how much do tas earn there,0
81,sorry ill call later,0
82,k did you call me just now ah,0
83,ok i am on the way to home hi hi,0
84,you will be in the place of that man,0
85,yup next stop,0
86,i call you later dont have network if urgnt sms me,0
87,for real when u getting on yo i only need 2 more tickets and one more jacket and im done i already used all my multis,0
88,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros,0
89,im really not up to it still tonight babe,0
90,ela kanoil download come wen ur free,0
91,yeah do dont stand to close tho youll catch something,0
92,sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that sorry,0
93,smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling,0
94,please call our customer service representative on 0800 169 6031 between 10am9pm as you have won a guaranteed 1000 cash or 5000 prize,1
95,havent planning to buy later i check already lido only got 530 show in e afternoon u finish work already,0
96,your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16,1
97,watching telugu moviewat abt u,0
98,i see when we finish we have loads of loans to pay,0
99,hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u,0
100,i see a cup of coffee animation,0
101,please dont text me anymore i have nothing else to say,0
102,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx,0
103,im still looking for a car to buy and have not gone 4the driving test yet,0
104,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,0
105,wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,0
106,umma my life and vava umma love you lot dear,0
107,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,0
108,aight ill hit you up when i get some cash,0
109,how would my ip address test that considering my computer isnt a minecraft server,0
110,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,0
111,dont worry i guess hes busy,0
112,what is the plural of the noun research,0
113,going for dinnermsg you after,0
114,im ok wif it cos i like 2 try new things but i scared u dun like mah cos u said not too loud,0
115,gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,1
116,wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened,0
117,as i entered my cabin my pa said happy bday boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there,0
118,you are a winner u have been specially selected 2 receive 1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910pmin 18,1
119,goodo yes we must speak friday eggpotato ratio for tortilla needed,0
120,hmmmy uncle just informed me that hes paying the school directly so pls buy food,0
121,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires,1
122,urgent your mobile no was awarded 2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,1
123,here is my new address applespairsall that malarky,0
124,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,1
125,i am going to sao mu today will be done only at 12,0
126,predict wat time ll finish buying,0
127,good stuff will do,0
128,just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,0
129,are you there in room,0
130,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,0
131,kkhow much does it cost,0
132,im home,0
133,dear will call tmorrowpls accomodate,0
134,first answer my question,0
135,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 150 sptyrone,1
136,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,1
137,i only haf msn its yijuehotmailcom,0
138,he is there you call and meet him,0
139,no no i will check all rooms befor activities,0
140,youll not rcv any more msgs from the chat svc for free hardcore services text go to 69988 if u get nothing u must age verify with yr network try again,1
141,got c i lazy to type i forgot in lect i saw a pouch but like not v nice,0
142,k text me when youre on the way,0
143,sir waiting for your mail,0
144,a swt thought nver get tired of doing little things 4 lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni8,0
145,i know you are can you pls open the back,0
146,yes see ya not on the dot,0
147,whats the staff name who is taking class for us,0
148,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end,1
149,ummmawill call after check inour life will begin from qatar so pls pray very hard,0
150,ki deleted my contact that why,0
151,sindu got job in birla soft,0
152,the wine is flowing and im i have nevering,0
153,yup i thk cine is better cos no need 2 go down 2 plaza mah,0
154,ok ur typical reply,0
155,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,0
156,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,0
157,aaooooright are you at work,0
158,im leaving my house now,0
159,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me,0
160,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery,1
161,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810,1
162,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life,0
163,new car and house for my parentsi have only new job in hand,0
164,im so in love with you im excited each day i spend with you you make me so happy,0
165,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468,1
166,bangbabes ur order is on the way u should receive a service msg 2 download ur content if u do not goto wap bangb tv on ur mobile internetservice menu,1
167,i place all ur points on e cultures module already,0
168,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701939 claim code s89 valid 12hrs only,1
169,hi frnd which is best way to avoid missunderstding wit our beloved ones,0
170,great escape i fancy the bridge but needs her lager see you tomo,0
171,yes it completely in out of formclark also utter waste,0
172,sir i need axis bank account no and bank address,0
173,hmmm thk sure got time to hop ard ya can go 4 free abt muz call u to discuss liao,0
174,what time you coming down later,0
175,bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m,0
176,well im gonna finish my bath now have a goodfine night,0
177,let me know when youve got the money so carlos can make the call,0
178,u still going to the mall,0
179,turns out my friends are staying for the whole show and wont be back til ltgt so feel free to go ahead and smoke that ltgt worth,0
180,text her if she doesnt reply let me know so i can have her log in,0
181,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,0
182,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,0
183,lol no u can trust me,0
184,ok i am a gentleman and will treat you with dignity and respect,0
185,he will you guys close,0
186,going on nothing greatbye,0
187,hello handsome are you finding that job not being lazy working towards getting back that net for mummy wheres my boytoy now does he miss me,0
188,haha awesome be there in a minute,0
189,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize,1
190,have you got xmas radio times if not i will get it now,0
191,i jus reached home i go bathe first but my sis using net tell u when she finishes k,0
192,are you unique enough find out from 30th august wwwareyouuniquecouk,1
193,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,0
194,hi finally i completed the course,0
195,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0
196,how are you doing hope youve settled in for the new school year just wishin you a gr8 day,0
197,gud mrng dear hav a nice day,0
198,did u got that persons story,0
199,is your hamster dead hey so tmr i meet you at 1pm orchard mrt,0
200,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,0
201,found it enc ltgt where you at,0
202,i sent you ltgt bucks,0
203,hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0
204,your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt,0
205,goodmorning sleeping ga,0
206,u call me alter at 11 ok,0
207,say until like dat i dun buy ericsson oso cannot oredi lar,0
208,as i entered my cabin my pa said happy bday boss i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there,0
209,aight yo dats straight dogg,0
210,you please give us connection today itself before ltdecimalgt or refund the bill,0
211,both i shoot big loads so get ready,0
212,whats up bruv hope you had a great break do have a rewarding semester,0
213,home so we can always chat,0
214,kkgoodstudy well,0
215,yup how noe leh,0
216,sounds great are you home now,0
217,finally the match heading towards draw as your prediction,0
218,tired i havent slept well the past few nights,0
219,easy ahsen got selected means its good,0
220,i have to take exam with march 3,0
221,yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready,0
222,ok no prob take ur time,0
223,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,0
224,sorry ill call later,0
225,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,0
226,500 new mobiles from 2004 must go txt nokia to no 89545 collect yours todayfrom only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18,1
227,would really appreciate if you call me just need someone to talk to,0
228,will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries,1
229,hey company elama po mudyadhu,0
230,life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,0
231,dear good morning now only i am up,0
232,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right,0
233,dear we are going to our rubber place,0
234,sorry battery died yeah im here,0
235,yeshere tv is always available in work place,0
236,text meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name age eg sam 25 18 msg recdthirtyeight pence,1
237,i have printed it oh so ltgt come upstairs,0
238,or ill be a little closer like at the bus stop on the same street,0
239,where are youwhen wil you reach here,0
240,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct,0
241,u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094597,1
242,tomarrow final hearing on my laptop case so i cant,0
243,pleassssssseeeeee tel me v avent done sportsx,0
244,okay no no just shining on that was meant to be signing but that sounds better,0
245,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx 4 everything dat uve done today im touched,0
246,u dont remember that old commercial,0
247,too late i said i have the website i didnt i have or dont have the slippers,0
248,i asked you to call him now ok,0
249,kallis wont bat in 2nd innings,0
250,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,0
251,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16,1
252,ranjith cal drpd deeraj and deepak 5min hold,0
253,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0
254,what you doinghow are you,0
255,ups which is 3days also and the shipping company that takes 2wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,0
256,im back lemme know when youre ready,0
257,dont necessarily expect it to be done before you get back though because im just now headin out,0
258,mmm so yummy babe nice jolt to the suzy,0
259,where are you lover i need you,0
260,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now,1
261,im parked next to a mini when are you coming in today do you think,0
262,yup,0
263,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao,0
264,my no in luton 0125698789 ring me if ur around h,0
265,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1
266,why you dint come with us,0
267,same wana plan a trip sometme then,0
268,not sure yet still trying to get a hold of him,0
269,ur ringtone service has changed 25 free credits go to club4mobilescom to choose content now stop txt club stop to 87070 150pwk club4 po box1146 mk45 2wt,1
270,the evo i just had to download flash jealous,0
271,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge,1
272,come to mu were sorting out our narcotics situation,0
273,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,0
274,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom,1
275,usf i guess might as well take 1 car,0
276,no objection my bf not coming,0
277,thanx,0
278,tell rob to mack his gf in the theater,0
279,awesome ill see you in a bit,0
280,just sent it so what type of food do you like,0
281,all done all handed in celebrations in full swing yet,0
282,you got called a tool,0
283,wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keepintouch gdeve,0
284,ok i asked for money how far,0
285,okie,0
286,yeah i think my usual guys still passed out from last night if you get ahold of anybody let me know and ill throw down,0
287,k i might come by tonight then if my class lets out early,0
288,ok,0
289,hi baby im cruisin with my girl friend what r u up 2 give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0
290,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,0
291,dearshall mail tonitebusy in the streetshall update you tonitethings are looking okvarunnathu edukkukayee raksha ollubut a good one in real sense,0
292,hey you told your name to gautham ah,0
293,haf u found him i feel so stupid da v cam was working,0
294,oops 4 got that bit,0
295,are you this much buzy,0
296,i accidentally deleted the message resend please,0
297,tmobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on 0845 021 3680offer ends 28thfebtcs apply,1
298,unless its a situation where you go gurl would be more appropriate,0
299,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0
300,i cant pick the phone right now pls send a message,0
301,need a coffee run tomocant believe its that time of week already,0
302,awesome i remember the last time we got somebody high for the first time with diesel v,0
303,shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,0
304,oh and by the way you do have more food in your fridge want to go out for a meal tonight,0
305,he is a womdarfull actor,0
306,sms ac blind date 4u rodds1 is 21m from aberdeen united kingdom check him out httpimg sms acwicmb3cktz8r74 no blind dates send hide,1
307,yup from what i remb i think should be can book,0
308,jos ask if u wana meet up,0
309,lol yes our friendship is hanging on a thread cause u wont buy stuff,0
310,themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to 82468,1
311,where are the garage keys they arent on the bookshelf,0
312,today is accept dayu accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0
313,think ur smart win 200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week,1
314,he says hell give me a call when his friends got the money but that hes definitely buying before the end of the week,0
315,hi the way i was with u 2day is the normal waythis is the real me ur uniquei hope i know u 4 the rest of mylife hope u find wot was lost,0
316,you made my day do have a great day too,0
317,kkadvance happy pongal,0
318,hmmm guess we can go 4 kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao,0
319,not really dude have no friends im afraid,0
320,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,1
321,coffee cake i guess,0
322,merry christmas to you too babe i love ya kisses,0
323,hey why dont we just go watch x men and have lunch haha,0
324,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full im still waitin 4 1 pete x,0
325,that would be great well be at the guild could meet on bristol road or somewhere will get in touch over weekend our plans take flight have a good week,0
326,no problem how are you doing,0
327,no callsmessagesmissed calls,0
328,hi dahow is the todays class,0
329,id say thats a good sign but well you know my track record at reading women,0
330,cool text me when youre parked,0
331,im reading the text i just sent you its meant to be a joke so read it in that light,0
332,kkapo kgood movie,0
333,maybe i could get book out tomo then return it immediately or something,0
334,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access,1
335,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or i will report you to your supervisor,0
336,valentines day special win over 1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201,1
337,tadaaaaa i am home babe are you still up,0
338,cool so how come you havent been wined and dined before,0
339,just sleepingand surfing,0
340,sorry ill call later,0
341,u calling me right call my hand phone,0
342,ok thats great thanx a lot,0
343,i take it the post has come then you must have 1000s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,0
344,where u been hiding stranger,0
345,am not interested to do like that,0
346,my sister cleared two round in birla soft yesterday,0
347,gudnitetcpractice going on,0
348,dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num,0
349,one small prestige problem now,0
350,fancy a shag i dointerested sextextukcom txt xxuk suzy to 69876 txts cost 150 per msg tncs on website x,1
351,just checking in on you really do miss seeing jeremiah do have a great month,0
352,nah cant help you there ive never had an iphone,0
353,if youre not in my car in an hour and a half im going apeshit,0
354,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,0
355,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,0
356,ltgt ish minutes was 5 minutes ago wtf,0
357,thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer,0
358,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16,1
359,ur cashbalance is currently 500 pounds to maximize ur cashin now send cash to 86688 only 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl,1
360,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday,0
361,hello just got here st andrewsboy its a long way its cold i will keep you posted,0
362,ha ha cool cool chikku chikkudb,0
363,oh ok no prob,0
364,check audreys status right now,0
365,busy here trying to finish for new year i am looking forward to finally meeting you,0
366,good afternoon sunshine how dawns that day are we refreshed and happy to be alive do we breathe in the air and smile i think of you my love as always,0
367,well i know z will take care of me so no worries,0
368,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt on orange call mobileupd8 on 08000839402 or call2optoutf4q,1
369,here is your discount code rp176781 to stop further messages reply stop wwwregalportfoliocouk customer services 08717205546,1
370,wat uniform in where get,0
371,cool text me when youre ready,0
372,hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,0
373,i will spoil you in bed as well,0
374,im going for bath will msg you next ltgt min,0
375,i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,0
376,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994,1
377,can you say what happen,0
378,you could have seen mei didt recognise you face,0
379,well theres not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going,0
380,keep my payasam there if rinu brings,0
381,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,0
382,i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up,0
383,yeah sure give me a couple minutes to track down my wallet,0
384,hey leave it not a big deal take care,0
385,hey i will be late ah meet you at 945,0
386,double mins and txts 4 6months free bluetooth on orange available on sony nokia motorola phones call mobileupd8 on 08000839402 or call2optoutn9dx,1
387,it took mr owl 3 licks,0
388,customer place i will call you,0
389,mm that time you dont like fun,0
390,4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt,1
391,yup having my lunch buffet now u eat already,0
392,huh so late fr dinner,0
393,hey so this sat are we going for the intro pilates only or the kickboxing too,0
394,morning only i can ok,0
395,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,0
396,pick you up bout 730ish what time are and that going,0
397,from here after the performance award is calculated every two monthnot for current one month period,0
398,was actually sleeping and still might when u call back so a text is gr8 you rock sis will send u a text wen i wake,0
399,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,0
400,good evening sir al salam wahleykkumsharing a happy newsby the grace of god i got an offer from tayseertissco and i joinedhope you are fineinshah allahmeet you sometimerakheshvisitor from india,0
401,hmmmkbut i want to change the field quickly dai wanna get system administrator or network administrator,0
402,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3x150pw to end txt stop,1
403,dear how is chechi did you talk to her,0
404,the hair cream has not been shipped,0
405,none of thats happening til you get here though,0
406,yep the great loxahatchee xmas tree burning of ltgt starts in an hour,0
407,haha get used to driving to usf man i know a lot of stoners,0
408,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time place as always,0
409,hello good week fancy a drink or something later,0
410,headin towards busetop,0
411,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,0
412,come by our room at some point so we can iron out the plan for this weekend,0
413,cos i want it to be your thing,0
414,okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,0
415,bring home some wendy d,0
416,100 dating service call 09064012103 box334sk38ch,1
417,whatsup there dont u want to sleep,0
418,alright i have a new goal now,0
419,free entry into our 250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk,1
420,alright ill head out in a few minutes text me where to meet you,0
421,send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,1
422,yesfrom last week itself im taking live call,0
423,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124 pobox12n146tf150p,1
424,siva is in hostel aha,0
425,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,1
426,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply me,0
427,ok shell be ok i guess,0
428,aathiwhere are you dear,0
429,any pain on urination any thing else,0
430,7 at esplanade do mind giving me a lift cos i got no car today,0
431,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,0
432,at home watching tv lor,0
433,does she usually take fifteen fucking minutes to respond to a yes or no question,0
434,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,1
435,booked ticket for pongal,0
436,you available now im like right around hillsborough amp ltgt th,0
