id,Text,Spam
4912,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 the inconvenience,0
4364,i cant right this second gotta hit people up first,0
4191,well the general price is ltgt oz let me know ifwhenhow much you want,0
1407,kkany special today,0
530,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750,1
1683,y lei,0
3177,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of2000 cash 18only to opt out txt x to 07786200117,1
3124,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18,1
4872,dips cell dead so i m coming with him u better respond else we shall come back,0
3305,itll be tough but ill do what i have to,0
4071,hope youre not having too much fun without me see u tomorrow love jess x,0
4173,pls whats the full name of jokes school cos fees in university of florida seem to actually be ltgt k pls holla back,0
2072,sexy singles are waiting for you text your age followed by your gender as wither m or f eg23f for gay men text your age followed by a g eg23g,1
2943,my supervisor find 4 me one lor i thk his students i havent ask her yet tell u aft i ask her,0
2056,y so late but i need to go n get da laptop,0
337,tadaaaaa i am home babe are you still up,0
2828,ok lor,0
5435,jesus armand really is trying to tell everybody he can find,0
1638,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me,0
3817,not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u,0
403,dear how is chechi did you talk to her,0
2438,btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0
800,ok i msg u b4 i leave my house,0
1154,ok i go change also,0
3631,should i head straight there or what,0
2831,send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,1
4227,the world suffers a lot not because of the violence of bad people but because of the silence of good people gud night,0
1992,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx,0
2026,u having lunch alone i now so bored,0
4475,s but not able to sleep,0
172,sir i need axis bank account no and bank address,0
1675,monthly password for wap mobsicom is 391784 use your wap phone not pc,1
4062,this weeks savamob member offers are now accessible just call 08709501522 for details savamob pobox 139 la3 2wu only 150week savamob offers mobile,1
521,usually the person is unconscious thats in children but in adults they may just behave abnormally ill call you now,0
2860,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni8,0
1966,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn,0
303,shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,0
2942,you have 1 new message please call 08712400200,1
4332,i thought we were doing a king of the hill thing there,0
4101,if u dun drive then how i go 2 sch,0
3727,nothing splwat abt u and whr ru,0
3353,at what time are you coming,0
1502,hostbased idps for linux systems,0
4347,enjoy urself tmr,0
2288,i have had two more letters from i will copy them for you cos one has a message for you speak soon,0
330,cool text me when youre parked,0
4710,did you say bold then torch later or one torch and 2bold,0
1823,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,0
171,yes it completely in out of formclark also utter waste,0
5567,reminder from o2 to get 250 pounds free call credit and details of great offers pls reply 2 this text with your valid name house no and postcode,1
3298,hi there we have now moved in2 our pub would be great 2 c u if u cud come up,0
26,just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol,0
4098,hey is rite u put 10 evey mnth is that all,0
3941,y wan to go there c doctor,0
883,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after 2 you need to come home you need to getsleep and if anything you need to b studdying ear training,0
2919,yes that will be fine love you be safe,0
184,ok i am a gentleman and will treat you with dignity and respect,0
3970,did u turn on the heater the heater was on and set to ltgt degrees,0
2033,i noe la u wana pei bf oso rite k lor other days den,0
974,yup i thk so until e shop closes lor,0
1142,ohas usual vijay film or its different,0
3426,am new 2 club dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls1minmobsmore lkpobox177hp51fl,1
1606,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u,0
5550,you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs,0
1486,sorry ill call later,0
1771,ha both of us doing e same thing but i got tv 2 watch u can thk of where 2 go tonight or u already haf smth in mind,0
4976,aiyo u so poor thing then u dun wan 2 eat u bathe already,0
2765,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,0
2521,ok i only ask abt e movie u wan ktv oso,0
1442,cool breeze bright sun fresh flower twittering birds all these waiting to wish u goodmorning amp have a nice day,0
209,aight yo dats straight dogg,0
4569,but you were together so you should be thinkin about him,0
1429,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw 4 exeter bit worriedx,0
4712,ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary,0
1912,becoz its ltgt jan whn al the post ofice is in holiday so she cn go fr the post oficegot it duffer,0
669,this pay is ltdecimalgt lakhs,0
1893,probably earlier than that if the stations where i think it is,0
2131,mine here like all fr china then so noisy,0
3947,i will be gentle princess we will make sweet gentle love,0
4649,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs,0
1812,now whats your house again and do you have any beer there,0
611,its fine imma get a drink or somethin want me to come find you,0
3797,also remember the beads dont come off ever,0
3153,yeah but which is worse for i,0
3531,xmas new years eve tickets are now on sale from the club during the day from 10am till 8pm and on thurs fri sat night this week theyre selling fast,1
2723,im working technical support voice process,0
3821,sorry brah just finished the last of my exams what up,0
2113,yar he quite clever but aft many guesses lor he got ask me 2 bring but i thk darren not so willing 2 go aiya they thk leona still not attach wat,0
1536,remember on that day,0
884,i love to give massages i use lots of baby oil what is your fave position,0
736,leaving to qatar tonite in search of an opportunityall went fastpls add me in ur prayers dearrakhesh,0
1956,good night am going to sleep,0
3252,babe i need your advice,0
2348,its posible dnt live in ltgt century cm frwd n thnk different,0
201,found it enc ltgt where you at,0
4807,sorry for the delay yes masters,0
1696,eatin later but im eatin wif my frens now lei going home first,0
3238,aight text me when youre back at mu and ill swing by need somebody to get the door for me,0
4915,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins,1
2297,hi darlin im missin u hope you are having a good time when are u back and what time if u can give me a call at home jess xx,0
1181,to day class is there are no class,0
2373,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,0
1563,dnt worryuse ice pieces in a cloth packalso take 2 tablets,0
1052,are you available for soiree on june 3rd,0
5308,what you did in leave,0
2653,text me when you get off dont call my phones having problems,0
2858,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,0
3512,i just saw ron burgundy captaining a party boat so yeah,0
1741,u guys never invite me anywhere,0
4713,huh so slow i tot u reach long ago liao u 2 more days only i 4 more leh,0
5138,you ve won your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins,1
3804,no da i am happy that we sit together na,0
3221,me too baby i promise to treat you well i bet you will take good care of me,0
2893,yeah theres quite a bit left ill swing by tomorrow when i get up,0
471,there are many company tell me the language,0
3563,text banneduk to 89555 to see cost 150p textoperator g696ga 18 xxx,1
356,ltgt ish minutes was 5 minutes ago wtf,0
5171,im in school now n ill be in da lab doing some stuff give me a call when r done,0
1539,all sounds good fingers makes it difficult to type,0
5042,natalie 20f is inviting you to be her friend reply yes165 or no165 see her wwwsmsacunatalie2k9 stop send stop frnd to 62468,1
2250,will you like to be spoiled,0
2573,and dont worry well have finished by march ish,0
3469,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only,1
3258,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar,0
3741,did you stitch his trouser,0
4533,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly,0
4057,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important,0
460,120 that call cost which i guess isnt bad miss ya need ya want ya love ya,0
2066,pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color,0
5440,hey ive booked the 2 lessons on sun liao,0
5186,i just cooked a rather nice salmon a la you,0
28,did you catch the bus are you frying an egg did you make a tea are you eating your moms left over dinner do you feel my love,0
101,please dont text me anymore i have nothing else to say,0
2895,k ill be sure to get up before noon and see whats what,0
1061,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16,1
3776,ok but bag again,0
676,ive got ltgt any way i could pick up,0
4186,i just really need shit before tomorrow and i know you wont be awake before like 6,0
155,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,0
1516,kall the bestcongrats,0
2319,waqt se pehle or naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi he jo hum sochte hai zindgi wo hai jo ham jeetey hai,0
130,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,0
2296,you have 1 new message please call 08718738034,1
3350,sorry ill call later,0
763,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,0
1068,once free call me sir i am waiting for you,0
4760,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,1
295,are you this much buzy,0
751,by monday next week give me the full gist,0
2551,yup but not studying surfing lor im in e lazy mode today,0
4939,g wants to know where the fuck you are,0
2997,mm not entirely sure i understood that text but hey ho which weekend,0
5363,im in inside officestill filling formsdon know when they leave me,0
4228,ok thats cool its just off either raglan rd or edward rd behind the cricket ground gimme ring when ur closeby see you tuesday,0
236,text meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name age eg sam 25 18 msg recdthirtyeight pence,1
2976,ill text carlos and let you know hang on,0
1727,you know there is i shall speak to you in ltgt minutes then,0
5208,babe im answering you cant you see me maybe youd better reboot ym i got the photo its great,0
4685,ok u can take me shopping when u get paid d,0
1097,ryder unsoldnow gibbs,0
1210,also maaaan are you missing out,0
4363,dont think about what u have got think about how to use it that you have got good ni8,0
3272,k actually can you guys meet me at the sunoco on howard it should be right on the way,0
683,log off 4 wat its sdryb8i,0
715,save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,0
820,then why you not responding,0
97,watching telugu moviewat abt u,0
1804,ok lor thanx in school,0
1801,if we hit it off you can move in with me,0
4202,i will come tomorrow di,0
5473,well obviously not because all the people in my cool college life went home,0
1792,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,0
5431,if you can make it any time tonight or whenever you can its cool just text me whenever youre around,0
198,did u got that persons story,0
3654,probably not still going over some stuff here,0
1595,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104,1
2166,nothing really just making sure everybodys up to speed,0
2679,where in abj are you serving are you staying with dad or alone,0
3822,i got arrested for possession at i shit you not lttimegt pm,0
3500,you said to me before i went back to bed that you cant sleep for anything,0
4127,may b approve panalambut it should have more posts,0
4833,po de no need job aha,0
5362,yep get with the program youre slacking,0
1360,if i start sending blackberry torch to nigeria will you find buyer for melike 4a month and tell dad not to buy bb from anyone oh,0
2308,aight thatll work thanks,0
1951,wait 2 minstand at bus stop,0
4193,each moment in a dayhas its own valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find them all todaygood morning,0
1111,s sfirst timedhoni rocks,0
2446,yes but i dont care i need you bad princess,0
4962,i want ltgt rs dado you have it,0
2217,prabhaim sorydarealyfrm heart im sory,0
1489,i told your number to gautham,0
860,spoons it is then okay,0
5339,so when do you wanna gym,0
4944,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice,0
4785,especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,0
31,wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us,0
1803,i wanna watch that movie,0
2710,nah im a perpetual dd,0
1666,v ma fan,0
3429,haha okay today weekend leh,0
586,so hows scotland hope you are not over showing your jjc tendencies take care live the dream,0
323,hey why dont we just go watch x men and have lunch haha,0
4252,how much for an eighth,0
528,todays offer claim ur 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 300 sub 16 unsub reply x,1
3844,chile please its only a ltdecimalgt hour drive for me i come down all the time and will be subletting febapril for audition season,0
2406,please give it 2 or i will pick it up on tuesday evening about 8 if that is ok,0
1319,win the newest harry potter and the order of the phoenix book 5 reply harry answer 5 questions chance to be the first among readers,1
5193,oh oh den muz change plan liao go back have to yan jiu again,0
2629,i know im lacking on most of this particular dramastorms details but for the most part im not worried about that,0
1308,enjoy the jamster videosound gold club with your credits for 2 new videosounds2 logosmusicnews get more fun from jamstercouk 16only help call 09701213186,1
2829,oh right ok ill make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,0
2315,so what do you guys do,0
1316,got but got 2 colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,0
4165,i told that am coming on wednesday,0
4672,i didnt get ur full msgsometext is missing send it again,0
4607,i need an 8th but im off campus atm could i pick up in an hour or two,0
1386,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello its d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moralone can 4get d name of a person bt not his girlfrnd g o o d n i g h t,0
3650,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press 9 to copy your friends callertune,0
3274,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,0
1257,just wait till end of march when el nino gets himself oh,0
2091,no im not i cant give you everything you want and need you actually could do better for yourself on yor ownyouve got more money than i do i cant get work i cant get a man i cant pay the rent i cant even fill my fucking gas tank yes im stressed and depressed i didnt even call home for thanksgiving cuz ill have to tell them im up to nothing,0
2735,do noe if ben is going,0
2957,id have to check but theres only like 1 bowls worth left,0
2423,err cud do im going to at 8pm i havent got a way to contact him until then,0
2721,go where n buy juz buy when we get there lar,0
4575,urgent this is the 2nd attempt to contact uu have won 1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max7 50,1
188,haha awesome be there in a minute,0
1601,yeah probably i still gotta check out with leo,0
116,wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened,0
5479,no probably ltgt,0
3588,i am hot n horny and willing i live local to you text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk 02085076972 reply stop to end,1
1882,just seeing your missed call my dear brother do have a gr8 day,0
468,they dont put that stuff on the roads to keep it from getting slippery over there,0
4149,pls help me tell sura that im expecting a battery from hont and that if should pls send me a message about how to download movies thanks,0
846,kkwhen are you going,0
1678,yeah thats fine its 6 to get in is that ok,0
258,mmm so yummy babe nice jolt to the suzy,0
3795,hey are you angry with me reply me dr,0
2795,not from this campus are you in the library,0
643,said kiss kiss i cant do the sound effects he is a gorgeous man isnt he kind of person who needs a smile to brighten his day,0
2601,gosh that what a pain spose i better come then,0
5341,are u awake is there snow there,0
3092,am going to take bath ill place the key in window,0
149,ummmawill call after check inour life will begin from qatar so pls pray very hard,0
4070,tbspersolvo been chasing us since sept for38 definitely not paying now thanks to your information we will ignore them kath manchester,1
4973,hey come online use msn we are all there,0
4437,dont b floppy b snappy happy only gay chat service with photo upload call 08718730666 10pmin 2 stop our texts call 08712460324,1
1469,i wont touch you with out your permission,0
4409,awesome plan to get here any time after like ltgt ill text you details in a wee bit,0
4695,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,0
4237,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,1
1480,i think its far more than that but find out check google maps for a place from your dorm,0
23,so pay first lar then when is da stock comin,0
2822,interflora its not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow,1
3327,nope juz off from work,0
1357,convey my regards to him,0
4830,lol no just trying to make your day a little more interesting,0
2177,im at work please call,0
1763,got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear,0
1705,just taste fish curry p,0
5549,no i was trying it all weekend v,0
2785,just arrived see you in a couple days lt3,0
5239,yeah i can still give you a ride,0
1116,no nothis is kallis home groundamla home town is durban,0
1014,i dunno they close oredi not v ma fan,0
4322,hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish,0
3086,ok lor i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat,0
3950,i like to think theres always the possibility of being in a pub later,0
2603,okie,0
5286,urgent you have won a 1 week free membership in our 100000 prize jackpot txt the word claim to no 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18,1
290,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,0
193,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,0
3555,din i tell u jus now 420,0
1205,thanks for understanding ive been trying to tell sura that,0
2375,xmas prize draws we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094565 from land line valid 12hrs only,1
2647,sorry ill call later,0
3430,hi darlin did youphone me im athome if youwanna chat,0
1890,no on the way home so if not for the long dry spell the season would have been over,0
4104,ok then i will come to ur home after half an hour,0
4995,hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in towncud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx,0
1991,the baskets gettin full so i might be by tonight,0
4771,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,0
2254,den wat will e schedule b lk on sun,0
313,think ur smart win 200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week,1
4937,hey babe hows it going did you ever figure out where your going for new years,0
4492,my computer just fried the only essential part we dont keep spares of because my fucking idiot roommates looovvve leaving the thing running on full ltgt 7,0
1534,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th,0
2842,babe i miiiiiiissssssssss you i need you i crave you geeee im so sad without you babe i love you,0
4412,you also didnt get na hi hi hi hi hi,0
5571,the guy did some bitching but i acted like id be interested in buying something else next week and he gave it to us for free,0
5052,i will vote for wherever my heart guides me,0
2428,valentines day special win over 1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201,1
3420,life has never been this much fun and great until you came in you made it truly special for me i wont forget you enjoy one gbpsms,1
3553,i love you both too,0
4163,had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030,1
2582,u are subscribed to the best mobile content service in the uk for 3 per ten days until you send stop to 83435 helpline 08706091795,1
1881,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094594,1
3919,eh ur laptop got no stock lei he say mon muz come again to take a look c got a not,0
2052,hi where you you in home or calicut,0
3435,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas,0
1182,im in chennai velachery,0
3313,hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can,0
256,im back lemme know when youre ready,0
1393,haha just kidding papa needs drugs,0
894,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,0
3464,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom,1
60,yesgauti and sehwag out of odi series,0
2485,mm have some kanji dont eat anything heavy ok,0
4085,good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles i drink my coffee and await you,0
2334,we are both fine thanks,0
4792,yup izzit still raining heavily cos im in e mrt i cant c outside,0
4563,good afternoon my boytoy how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe,0
1069,meeting u is my work tel me when shall i do my work tomorrow,0
3554,lol u still feeling sick,0
2644,they can try they can get lost in fact tee hee,0
2561,i also thk too fast xy suggest one not me u dun wan its ok going 2 rain leh where got gd,0
5294,i donno its in your genes or something,0
2509,yup,0
3931,yes nigh you cant aha,0
126,predict wat time ll finish buying,0
5048,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it,0
5191,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had to claim 4 free reply with claim to this msg 2 stop txt stop,1
4781,o we cant see if we can join denis and mina or does denis want alone time,0
4640,captain vijaykanth is doing comedy in captain tvhe is drunken,0
5569,will b going to esplanade fr home,0
4871,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face,0
1672,lmaonice 1,0
238,or ill be a little closer like at the bus stop on the same street,0
3865,oh my god ive found your number again im so glad text me back xafter this msgs cst std ntwk chg 150,1
2712,hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk,1
4264,youll never believe this but i have actually got off at taunton wow,0
2782,long after i quit i get on only like 5 minutes a day as it is,0
484,watching tv lor,0
3681,stupidits not possible,0
1414,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0
1938,my planning usually stops at find hella weed smoke hella weed,0
199,is your hamster dead hey so tmr i meet you at 1pm orchard mrt,0
826,have a good evening ttyl,0
3330,no we put party 7 days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,0
1837,will be september by then,0
3981,ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes,0
3462,i am back bit long cos of accident on a30 had to divert via wadebridgei had a brilliant weekend thanks speak soon lots of love,0
3135,so no messages had food,0
4035,i am taking you for italian food how about a pretty dress with no panties,0
5080,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705,1
5568,this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 087187272008 now1 only 10p per minute btnationalrate,1
4004,did you get any gift this year i didnt get anything so bad,0
92,sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that sorry,0
3439,then what about further plan,0
4175,ok but they said ive got wisdom teeth hidden inside n mayb need 2 remove,0
2519,sorry ill call later,0
4482,y cant u try new invention to flyim not joking,0
2350,that seems unnecessarily affectionate,0
1853,dunno da next show aft 6 is 850 toa payoh got 650,0
2449,tmr then brin lar aiya later i come n c lar mayb neva set properly got da help sheet wif,0
1738,i will come tomorrow di,0
1269,seriously tell her those exact words right now,0
4784,call me i am senthil from hsbc,0
4821,got smaller capacity one quite ex,0
478,love you aathilove u lot,0
3770,where are you call me,0
296,i accidentally deleted the message resend please,0
4512,this weekend is fine an excuse not to do too much decorating,0
3620,hey check it da i have listed da,0
1299,k so am i how much for an 8th fifty,0
2224,great i was getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and gods love is yours,0
5564,ard 6 like dat lor,0
4927,ok let u noe when i leave my house,0
402,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tones are 3x150pw to end txt stop,1
1070,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,1
5180,hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please,0
1138,dont forget you can place as many free requests with 1stchoicecouk as you wish for more information call 08707808226,1
3154,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx,1
3711,okok okthenwhats ur todays plan,0
5566,huh y lei,0
4309,i guess it is useless calling u 4 something important,0
2380,hi mobile no ltgt has added you in their contact list on wwwfullonsmscom it s a great place to send free sms to people for more visit fullonsmscom,0
2088,dude how do you like the buff wind,0
3529,should i send you naughty pix,0
3128,u coming 2 pick me,0
5246,thank you princess i want to see your nice juicy booty,0
146,yes see ya not on the dot,0
3408,hey das cool iknow all 2 wellda peril of studentfinancial crisisspk 2 u l8r,0
5154,havent left yet so probably gonna be here til dinner,0
3267,44 7732584351 do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705,1
1847,hi do u want to join me with sts later meeting them at five call u after class,0
4797,saw guys and dolls last night with patrick swayze it was great,0
3702,ohi asked for fun hahatake care,0
1114,so that means you still think of teju,0
